signal_id,signal_timestamp,F_gt_score,F_final_score,F_s6_bought,F_signal_mc,F_tel_mc,F_tel_age_min,F_tel_holders,F_tel_top10,F_tel_bundled,F_tel_jeeters,F_tel_snipers,F_tel_dev,F_tel_safe,t0_snapshot_lag_s,F_t0_snap_mc,F_t0_snap_price,F_t0_snap_liq,F_t0_snap_vol,F_t0_snap_buys,F_t0_snap_sells,F_t0_snap_health,F_snap_0s_mc,F_snap_0s_price,F_snap_0s_liq,F_snap_0s_vol,F_snap_0s_buys,F_snap_0s_sells,F_snap_0s_health,F_snap_0s_ret,F_snap_30s_mc,F_snap_30s_price,F_snap_30s_liq,F_snap_30s_vol,F_snap_30s_buys,F_snap_30s_sells,F_snap_30s_health,F_snap_30s_ret,F_snap_60s_mc,F_snap_60s_price,F_snap_60s_liq,F_snap_60s_vol,F_snap_60s_buys,F_snap_60s_sells,F_snap_60s_health,F_snap_60s_ret,F_snap_180s_mc,F_snap_180s_price,F_snap_180s_liq,F_snap_180s_vol,F_snap_180s_buys,F_snap_180s_sells,F_snap_180s_health,F_snap_180s_ret,F_snap_300s_mc,F_snap_300s_price,F_snap_300s_liq,F_snap_300s_vol,F_snap_300s_buys,F_snap_300s_sells,F_snap_300s_health,F_snap_300s_ret,F_snap_600s_mc,F_snap_600s_price,F_snap_600s_liq,F_snap_600s_vol,F_snap_600s_buys,F_snap_600s_sells,F_snap_600s_health,F_snap_600s_ret,F_snap_900s_mc,F_snap_900s_price,F_snap_900s_liq,F_snap_900s_vol,F_snap_900s_buys,F_snap_900s_sells,F_snap_900s_health,F_snap_900s_ret,F_snap_1800s_mc,F_snap_1800s_price,F_snap_1800s_liq,F_snap_1800s_vol,F_snap_1800s_buys,F_snap_1800s_sells,F_snap_1800s_health,F_snap_1800s_ret,F_snap_3600s_mc,F_snap_3600s_price,F_snap_3600s_liq,F_snap_3600s_vol,F_snap_3600s_buys,F_snap_3600s_sells,F_snap_3600s_health,F_snap_3600s_ret,t0_intel_lag_s,F_t0_intel_bs_ratio,F_t0_intel_sent,F_t0_intel_mc_vel,F_t0_intel_vol_vel,F_intel_0s_bs_ratio,F_intel_0s_sent,F_intel_0s_mc_vel,F_intel_0s_vol_vel,F_intel_30s_bs_ratio,F_intel_30s_sent,F_intel_30s_mc_vel,F_intel_30s_vol_vel,F_intel_60s_bs_ratio,F_intel_60s_sent,F_intel_60s_mc_vel,F_intel_60s_vol_vel,F_intel_180s_bs_ratio,F_intel_180s_sent,F_intel_180s_mc_vel,F_intel_180s_vol_vel,F_intel_300s_bs_ratio,F_intel_300s_sent,F_intel_300s_mc_vel,F_intel_300s_vol_vel,F_intel_600s_bs_ratio,F_intel_600s_sent,F_intel_600s_mc_vel,F_intel_600s_vol_vel,F_intel_900s_bs_ratio,F_intel_900s_sent,F_intel_900s_mc_vel,F_intel_900s_vol_vel,F_intel_1800s_bs_ratio,F_intel_1800s_sent,F_intel_1800s_mc_vel,F_intel_1800s_vol_vel,F_intel_3600s_bs_ratio,F_intel_3600s_sent,F_intel_3600s_mc_vel,F_intel_3600s_vol_vel,T_positive_return,T_reached_2x,T_reached_5x,T_reached_10x,T_rugged,T_severe_drawdown,T_log_max_return,T_raw_max_return,split
49d95206-4cff-481a-a6e0-ee0dc35b5a62,1786051393.618764,2.0,61.0,0.0,35900.0,35900.0,17.0,339.0,22.0,15.0,11.0,0.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0.4496374727232458,56.77437325905292,TRAIN
c643f766-eb22-4220-b6a0-220563a83b29,1786051798.992633,2.0,58.0,0.0,36100.0,36100.0,,293.0,19.0,22.0,25.0,0.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0.0,0.0,TRAIN
25710e91-d1df-4028-b97f-3bdd736aee72,1786054645.761688,2.0,62.0,0.0,34700.0,34700.0,57.0,252.0,21.0,9.0,11.0,0.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0.27426392008816397,31.556195965417867,VALIDATION
0a1df325-87d6-4085-bf30-801058bf32ef,1786056012.369213,2.0,55.0,0.0,36500.0,36500.0,,266.0,23.0,10.0,5.2,6.0,0.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0.0,0.0,VALIDATION
7ed4f642-a019-41a3-8898-a14d1daacfcb,1786136439.653896,2.0,67.0,0.0,34700.0,34700.0,1.0,322.0,25.0,7.0,6.3,0.0,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0.02989449475036163,3.0345821325648417,VALIDATION
5d184bd5-174d-466e-a469-761172c1c77a,1786136619.775297,2.0,64.0,0.0,38800.0,38800.0,,307.0,22.0,20.0,6.2,0.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0.054395436528178985,5.59020618556701,VALIDATION
61363c08-afb2-4bf5-96a1-7195a0168e13,1786139656.604353,2.0,69.0,0.0,35700.0,35700.0,3.0,346.0,19.0,6.0,5.2,0.0,0.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0.0,0.0,TEST
6255500d-8d3b-48ca-bf7b-6209736e7361,1786140103.842831,2.0,59.0,0.0,54500.0,54500.0,1.0,249.0,24.0,18.0,4.3,5.0,0.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0.0,0.0,TEST
0afc0300-7b9e-4287-9d1e-7740f8c029f1,1786140163.809419,2.0,54.0,0.0,43900.0,43900.0,,292.0,21.0,19.0,4.3,12.0,0.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1.5069131595931422,351.2779043280182,TEST
27555d55-fffb-467e-a9c3-88354437af78,1786142526.37783,2.0,69.0,0.0,34900.0,34900.0,60.0,321.0,17.0,5.0,16.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1.0604927836711917,188.77936962750715,TEST
